"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20170328","4116327","4270263",1,"N11","직송",192
"20170329","4003102","4092542",1,"L14","직송",16
"20170421","4042492","4163721",1,"N11","직송",192
"20170607","4024790","4121144",2,"N11","직송",576
"20170619","4116327","4053961",1,"N11","직송",256
"20170619","4116327","4169838",1,"N11","직송",192
"20170619","4142683","4275269",1,"N11","직송",10
"20170615","4042492","4024322",1,"N11","직송",288
"20170622","4116327","4159912",1,"N11","직송",256
"20170630","4024790","4056322",1,"N11","직송",288
"20170630","4116327","4017904",1,"N11","직송",192
"20170630","4116327","4215252",1,"N11","직송",192
"20170703","4116327","4129554",1,"N11","직송",288
"20170704","4024790","4143802",1,"N11","직송",192
"20170727","5158962","4002278",1,"N11","직송",192
"20170803","4220026","4224062",1,"N11","직송",256
"20170920","5186306","4100509",1,"N11","직송",256
"20170920","5209377","4176929",1,"N11","직송",0
"20170909","4116327","4054830",1,"N11","직송",256
"20170922","4042492","4041342",1,"N11","직송",192
"20170922","4082771","4091622",1,"N11","직송",192
"20170922","4082771","4246158",1,"N11","직송",128
"20161107","4116327","4100736",1,"N11","직송",256
"20170103","4116327","4267275",1,"N11","직송",192
"20170111","4116327","4021372",1,"N11","직송",256
"20170111","4116327","4082399",1,"N11","직송",192
"20170329","4116327","4026561",1,"N11","직송",100
"20170329","4116327","4246773",1,"N11","직송",156
"20170329","4116327","4257913",1,"N11","직송",128
"20170401","4116327","4078616",1,"N11","직송",512
"20170407","4024790","4108166",1,"N11","직송",192
"20170529","4024790","4281174",1,"N11","직송",192
"20170628","4116327","4002549",1,"N11","직송",192
"20170710","4024790","4015541",1,"N11","직송",256
"20170719","4024790","4041342",1,"N11","직송",288
"20170810","4116327","4103787",1,"N11","직송",192
"20170916","4116327","4289679",1,"N11","직송",192
"20170916","5186306","4285507",1,"N11","직송",192
"20161205","4116327","4194520",1,"N11","직송",192
"20161206","4116327","4053952",1,"N11","직송",288
"20161223","4142683","4005671",1,"N11","직송",18
"20161224","4116327","4097091",1,"N11","직송",256
"20170117","4096682","4120808",1,"N11","직송",1
"20170210","4116327","4057047",1,"N11","직송",256
"20170404","4024790","4081605",1,"N11","직송",256
"20170414","4116327","4057047",1,"N11","직송",256
"20170414","4158934","4161719",1,"L14","직송",16
"20170529","4116327","4089558",1,"N11","직송",192
"20170511","4116327","4112375",1,"N11","직송",192
"20170601","4024790","4024336",2,"N11","직송",832
"20170601","4024790","4046351",1,"N11","직송",192
"20170601","4024790","4149632",1,"N11","직송",200
"20170605","4003102","4128700",1,"L14","직송",24
"20170715","4024790","4117505",1,"N11","직송",288
"20170717","5186674","4065378",1,"N11","직송",192
"20170925","4170480","4224062",1,"N11","직송",256
"20170925","5007889","4290737",1,"N11","직송",50
"20170925","5016527","4011889",1,"N11","직송",200
"20170925","5052552","4261678",1,"N11","직송",55
"20170930","4268667","4002732",1,"N11","직송",96
"20171002","4082771","4057212",1,"N11","직송",180
"20170926","4024790","4143802",1,"N11","직송",192
"20171010","4024790","4277054",1,"N11","직송",20
"20161128","4142683","4163628",1,"N11","직송",18
"20161213","4116327","4092124",1,"N11","직송",192
"20161224","5082584","4024336",1,"N11","직송",170
"20170213","4142683","4147549",1,"N11","직송",16
"20170221","4042492","4199015",1,"N11","직송",160
"20170311","4024790","4106551",1,"N11","직송",288
"20170311","4042492","4153135",1,"N11","직송",192
"20170225","4024790","4017890",1,"N11","직송",256
"20170404","4116327","4070270",1,"N11","직송",256
"20170411","4024790","4106551",1,"N11","직송",288
"20170411","4024790","4206913",1,"N11","직송",288
"20170421","4116327","4010559",1,"N11","직송",256
"20170516","4024790","4175018",1,"N11","직송",192
"20170516","4042492","4011027",1,"N11","직송",256
"20170516","4116327","4097863",1,"N11","직송",192
"20170519","4024790","4117830",1,"N11","직송",192
"20170519","4116327","4044541",1,"N11","직송",256
"20170519","4116327","4130836",1,"N11","직송",384
"20170608","4116327","4129856",1,"N11","직송",150
"20170605","4042492","4054964",1,"N11","직송",192
"20170615","4116327","4159912",1,"N11","직송",256
"20170615","4196377","4002745",1,"N11","직송",288
"20170704","4116327","4066003",1,"N11","직송",256
"20170704","4116327","4158425",1,"N11","직송",256
"20170714","4024790","4024336",1,"N11","직송",288
"20170714","4024790","4057097",1,"N11","직송",288
"20170714","4024790","4180487",1,"N11","직송",192
"20170926","4082771","4090604",1,"N11","직송",288
"20170926","4082771","4203172",1,"N11","직송",150
"20170926","4262276","4054830",1,"N11","직송",100
"20170930","5036850","4002732",1,"N11","직송",240
"20170926","5048852","4108579",1,"N11","직송",20
"20170926","5173303","4198240",1,"N12","직송",40
"20170926","5270757","4139020",1,"N11","직송",264
"20170927","4023701","4230312",1,"N11","직송",160
"20161109","4116327","4180652",1,"N11","직송",160
"20161227","4116327","4280106",1,"N11","직송",256
"20170411","4116327","4183789",1,"N11","직송",256
"20170418","4116327","4173572",1,"N11","직송",192
"20170419","4024790","4114282",1,"N11","직송",256
"20170420","4024790","4153135",1,"N11","직송",192
"20170522","4024790","4141055",1,"N11","직송",256
"20170728","4013119","4023701",1,"N11","직송",256
"20170728","4024790","4281810",1,"N11","직송",28
"20170728","4024790","4295463",1,"N11","직송",288
"20170729","4116327","4044535",1,"N11","직송",192
"20170729","4116327","4123645",1,"N11","직송",256
"20170712","4116327","4002745",1,"N11","직송",256
"20170712","4116327","4017890",1,"N11","직송",256
"20170902","4042492","4121144",1,"N11","직송",288
"20170908","4082771","4168013",1,"N11","직송",192
"20170908","4116327","4058822",1,"N11","직송",256
"20170908","4116327","4196917",1,"N11","직송",160
"20170908","4116327","4281613",1,"N11","직송",192
"20170826","4116327","4129554",1,"N11","직송",288
"20161115","4116327","4167986",1,"N11","직송",192
"20161109","4220026","4236388",1,"N12","직송",160
"20170201","4116327","4034823",1,"N11","직송",192
"20170107","4116327","4044541",1,"N11","직송",256
"20170203","4116327","4026333",1,"N11","직송",256
"20170328","4024790","4081167",1,"N11","직송",288
"20170406","4042492","4132530",1,"N11","직송",192
"20170501","4116327","4225693",1,"N11","직송",192
"20170502","4116327","4010559",1,"N11","직송",256
"20170616","4024790","4121144",1,"N11","직송",288
"20170619","5186674","4120723",1,"N11","직송",240
"20170720","4024790","4024246",1,"N11","직송",512
"20170720","4116327","4078616",1,"N11","직송",256
"20170710","4024790","4081167",1,"N11","직송",288
"20170710","4024790","4098437",1,"N11","직송",192
"20170711","4116327","4026973",1,"N11","직송",256
"20170719","4116327","4039605",1,"N11","직송",144
"20170719","4116327","4066787",1,"N11","직송",192
"20170809","4116327","4037816",1,"N11","직송",256
"20170809","4116327","4218887",1,"N11","직송",256
"20170803","4024790","4072760",1,"N11","직송",256
"20170803","4290843","4129554",1,"N11","직송",96
"20170816","4024790","4024336",1,"N11","직송",288
"20170816","4024790","4106551",1,"N11","직송",288
"20170816","4116327","4035442",1,"N11","직송",192
"20170816","4116327","4233229",1,"N11","직송",192
"20170816","4116327","4262828",1,"N11","직송",256
"20170911","4116327","4290316",1,"N11","직송",192
"20170911","4220026","4224062",1,"N11","직송",256
"20170905","4024790","4296005",1,"N11","직송",256
"20170905","4042492","4117505",1,"N11","직송",288
"20170912","4148779","4073431",1,"N11","직송",288
"20170812","5186306","4100509",1,"N11","직송",192
"20161210","4116327","4057047",1,"N11","직송",256
"20170110","4116327","4053952",1,"N11","직송",192
"20170110","4116327","4130836",1,"N11","직송",192
"20170307","4024790","4007755",1,"N11","직송",288
"20170315","4116327","4057047",1,"N11","직송",256
"20170504","4116327","4162123",1,"N11","직송",192
"20170504","4116327","4162793",1,"N11","직송",160
"20170510","4024790","4106551",1,"N11","직송",288
"20170512","4158934","4158878",1,"L14","직송",24
"20170605","4116327","4078616",1,"N11","직송",256
"20170718","4116327","4127428",1,"N11","직송",192
"20170718","4116327","4138833",1,"N11","직송",192
"20170726","4024790","4087775",1,"N11","직송",188
"20170726","4024790","4111471",1,"N11","직송",100
"20170919","5033845","4026352",1,"N11","직송",44
"20170919","5051464","4032102",1,"N11","직송",15
"20170814","4024790","4121144",1,"N11","직송",288
"20170814","4116327","4184524",1,"N11","직송",192
"20170814","4116327","4292615",1,"N11","직송",192
"20161121","4116327","4201765",1,"N11","직송",192
"20161221","4116327","4123645",1,"N11","직송",192
"20161229","4116327","4017890",1,"N11","직송",256
"20161222","4024790","4099620",1,"N11","직송",256
"20161224","4116327","4039605",1,"N11","직송",256
"20170126","4116327","4057212",1,"N11","직송",256
"20170105","4116327","4165381",1,"N11","직송",192
"20170105","4116327","4198475",1,"N11","직송",192
"20170307","4116327","4207976",1,"N11","직송",256
"20170228","4116327","4227757",1,"N11","직송",256
"20170317","4024790","4106551",1,"N11","직송",288
"20170403","4042492","4127737",1,"N11","직송",224
"20170506","4116327","4130836",1,"N11","직송",192
"20170427","4116327","4019578",1,"N11","직송",192
"20170603","4116327","4060212",1,"N11","직송",192
"20170607","4116327","4057111",1,"N11","직송",192
"20170721","4024790","4199015",1,"N11","직송",256
"20170807","4116327","4011889",1,"N11","직송",256
"20170807","4116327","4175467",1,"N11","직송",192
"20170808","5082419","4100509",1,"N11","직송",136
"20170815","4220026","4224062",1,"N11","직송",256
"20170823","4290843","4131361",1,"N11","직송",192
"20170829","5085653","4260393",1,"N11","직송",220
"20170323","4042492","4138503",1,"N11","직송",192
"20170501","4024790","4024336",1,"N11","직송",512
"20170523","4116327","4258949",1,"N11","직송",256
"20170526","4024790","4106551",1,"N11","직송",288
"20170526","4024790","4111640",1,"N11","직송",288
"20170526","4042492","4153135",1,"N11","직송",192
"20170620","4024790","4055335",1,"N11","직송",256
"20170623","4024790","4106551",1,"N11","직송",288
"20170724","4013119","4097091",1,"N11","직송",256
"20170728","4116327","4035424",1,"N11","직송",288
"20170728","4116327","4118565",1,"N11","직송",192
"20170808","4116327","4010559",1,"N11","직송",256
"20170823","5138404","4177719",1,"N11","직송",192
"20170830","4008465","4081240",1,"N11","직송",256
"20170830","4024790","4081167",1,"N11","직송",288
"20170830","4024790","4171765",1,"N11","직송",224
"20170830","4024790","4264642",1,"N11","직송",256
"20170824","4116327","4017890",1,"N11","직송",256
"20170824","4116327","4035442",1,"N11","직송",192
"20170824","4116327","4165488",1,"N11","직송",192
"20161108","4116327","4053961",1,"N11","직송",256
"20161108","4116327","4145274",1,"N11","직송",256
"20170102","4116327","4127857",1,"N11","직송",256
"20170620","4116327","4130836",1,"N11","직송",192
"20170817","4116327","4109041",1,"N11","직송",192
"20170817","4116327","4182093",1,"N11","직송",288
"20170817","4116327","4183793",1,"N11","직송",192
"20170817","4116327","4197861",1,"N11","직송",192
"20170818","4024790","4098437",1,"N11","직송",192
"20170831","4116327","4053952",1,"N11","직송",192
"20170831","4116327","4161340",1,"N11","직송",192
"20170831","4116327","4226447",1,"N11","직송",256
"20170825","5138404","4206283",1,"N11","직송",192
"20170901","4024790","4233298",1,"N11","직송",192
"20170901","4082771","4218532",1,"N11","직송",192
"20170826","4082771","4217930",1,"N11","직송",192
"20170914","5254883","4003104",1,"N11","직송",264
"20170915","4023701","4005910",1,"N11","직송",288
"20170921","5005759","4203151",1,"N11","직송",120
"20161114","4158934","4128700",1,"L14","직송",16
"20161123","4024790","4106551",1,"N11","직송",256
"20170116","4116327","4152253",1,"N11","직송",192
"20170116","4116327","4153036",1,"N11","직송",192
"20170214","4024790","4171280",1,"N11","직송",288
"20170313","4024790","4193643",1,"N11","직송",192
"20170317","4042492","4024336",1,"N11","직송",256
"20170317","4116327","4190222",1,"N11","직송",128
"20170311","4116327","4108459",1,"N11","직송",256
"20170601","4024790","4043189",1,"N11","직송",256
"20170629","4024790","4127737",1,"N11","직송",288
"20170719","4024790","4257415",1,"N11","직송",19
"20170825","4042492","4295463",1,"N11","직송",256
"20170819","4116327","4175894",1,"N11","직송",256
"20170819","4220026","4224062",1,"N11","직송",192
"20170921","5115150","4261678",1,"N11","직송",4
"20170902","4116327","4021372",1,"N11","직송",256
"20170915","4116327","4100509",1,"N11","직송",288
"20170921","5186306","4100509",1,"N11","직송",256
"20170822","4024790","4081167",1,"N11","직송",288
"20170822","4116327","4125641",1,"N11","직송",192
"20170822","4116327","4151224",1,"N11","직송",192
"20170822","4116327","4287215",1,"N11","직송",192
"20161123","4116327","4108939",1,"N11","직송",180
"20161014","5082584","4024336",1,"N11","직송",130
"20170118","4116327","4035442",1,"N11","직송",192
"20170222","4024790","4106551",1,"N11","직송",288
"20170306","4024790","4270373",1,"N11","직송",100
"20170309","4024790","4081167",1,"N11","직송",288
"20170323","4116327","4023701",1,"N11","직송",256
"20170323","4142683","4147549",1,"N11","직송",18
"20170327","4024790","4053097",1,"N11","직송",256
"20170421","4024790","4127737",1,"N11","직송",288
"20170422","4116327","4039664",1,"N11","직송",256
"20170424","4116327","4156120",1,"N11","직송",256
"20170613","4116327","4183789",1,"N11","직송",256
"20170705","4024790","4121089",1,"N11","직송",192
"20170706","4116327","4075668",1,"N11","직송",576
"20170706","4116327","4118565",1,"N11","직송",192
